kontakt_id,partner_id,kontakt_typ,wert,ist_primaer
KON-00001634,PTR-00000873,EMAIL,jung.christa@bluemail.example,true
KON-00001635,PTR-00000873,MOBIL,+49 152 28817 355,true
KON-00001636,PTR-00000874,EMAIL,tbeck@web.example,true
KON-00001637,PTR-00000874,MOBIL,+49 152 28817 402,true
KON-00001638,PTR-00000875,EMAIL,thomas.beck@post.example,true
KON-00001639,PTR-00000875,MOBIL,+49 152 28817 911,true
KON-00001640,PTR-00000876,EMAIL,lbeck@web.example,true
KON-00001641,PTR-00000876,MOBIL,+49 152 28817 145,true
KON-00001642,PTR-00000877,MOBIL,+49 152 28817 113,true
KON-00001643,PTR-00000878,EMAIL,aylin34@bluemail.example,true
KON-00001644,PTR-00000878,MOBIL,+41 44 000 44 89,true
KON-00001645,PTR-00000879,EMAIL,anna.jenni92@mail.example,true
KON-00001646,PTR-00000879,MOBIL,+41 44 000 42 17,true
KON-00001647,PTR-00000880,EMAIL,cyrill89@web.example,true
KON-00001648,PTR-00000880,MOBIL,+41 44 000 46 90,true
KON-00001649,PTR-00000881,EMAIL,katharina.mueller@web.example,true
KON-00001650,PTR-00000881,MOBIL,+49 152 28817 348,true
KON-00001651,PTR-00000882,EMAIL,mmueller@mail.example,true
KON-00001652,PTR-00000882,MOBIL,+49 152 28817 644,true
KON-00001653,PTR-00000883,EMAIL,niklas.mueller07@bluemail.example,true
KON-00001654,PTR-00000883,MOBIL,+49 152 28817 106,true
KON-00001655,PTR-00000884,MOBIL,+49 152 28817 845,true
KON-00001656,PTR-00000885,MOBIL,+49 152 28817 837,true
KON-00001657,PTR-00000886,EMAIL,schlaefli.flurina@mail.example,true
KON-00001658,PTR-00000886,MOBIL,+41 44 000 46 73,true
KON-00001659,PTR-00000887,EMAIL,dirk.bauer84@post.example,true
KON-00001660,PTR-00000887,MOBIL,+49 152 28817 346,true
KON-00001661,PTR-00000888,EMAIL,levin.portmann@post.example,true
KON-00001662,PTR-00000888,MOBIL,+41 44 000 42 84,true
KON-00001663,PTR-00000889,EMAIL,elena.portmann@bluemail.example,true
KON-00001664,PTR-00000889,MOBIL,+41 44 000 14 99,true
KON-00001665,PTR-00000890,EMAIL,wagner.franziska@post.example,true
KON-00001666,PTR-00000890,MOBIL,+49 152 28817 560,true
KON-00001667,PTR-00000891,EMAIL,thomas.wagner72@web.example,true
KON-00001668,PTR-00000891,MOBIL,+49 152 28817 383,true
KON-00001669,PTR-00000892,EMAIL,jkaufmann@post.example,true
KON-00001670,PTR-00000892,MOBIL,+41 44 000 87 95,true
KON-00001671,PTR-00000893,EMAIL,elif.kaufmann91@mail.example,true
KON-00001672,PTR-00000893,MOBIL,+41 44 000 24 70,true
KON-00001673,PTR-00000894,EMAIL,kaufmann.luca@post.example,true
KON-00001674,PTR-00000894,MOBIL,+41 44 000 65 28,true
KON-00001675,PTR-00000895,EMAIL,ali.kaufmann@bluemail.example,true
KON-00001676,PTR-00000895,MOBIL,+41 44 000 29 03,true
KON-00001677,PTR-00000896,EMAIL,yannick55@post.example,true
KON-00001678,PTR-00000896,MOBIL,+41 44 000 61 14,true
KON-00001679,PTR-00000897,EMAIL,markus59@web.example,true
KON-00001680,PTR-00000897,MOBIL,+41 44 000 01 84,true
KON-00001681,PTR-00000898,EMAIL,bolliger.silvan@bluemail.example,true
KON-00001682,PTR-00000898,MOBIL,+41 44 000 77 52,true
KON-00001683,PTR-00000899,EMAIL,volker62@post.example,true
KON-00001684,PTR-00000899,MOBIL,+49 152 28817 641,true
KON-00001685,PTR-00000900,EMAIL,info@taunus-bäckerei.example,true
KON-00001686,PTR-00000900,TELEFON,+49 30 23125 497,true
KON-00001687,PTR-00000901,EMAIL,ivana44@bluemail.example,true
KON-00001688,PTR-00000901,TELEFON,+49 30 23125 933,true
KON-00001689,PTR-00000902,EMAIL,helga.mueller@bluemail.example,true
KON-00001690,PTR-00000902,MOBIL,+49 152 28817 718,true
KON-00001691,PTR-00000903,EMAIL,mueller.jana@post.example,true
KON-00001692,PTR-00000903,MOBIL,+49 152 28817 520,true
KON-00001693,PTR-00000904,EMAIL,thomas64@post.example,true
KON-00001694,PTR-00000904,MOBIL,+49 152 28817 654,true
KON-00001695,PTR-00000905,EMAIL,info@vogtland-autohaus.example,true
KON-00001696,PTR-00000905,TELEFON,+49 30 23125 590,true
KON-00001697,PTR-00000906,EMAIL,hofmann.felix@mail.example,true
KON-00001698,PTR-00000906,MOBIL,+49 152 28817 529,true
KON-00001699,PTR-00000907,EMAIL,info@inn-bauunternehmung.example,true
KON-00001700,PTR-00000907,TELEFON,+49 30 23125 819,true
KON-00001701,PTR-00000908,MOBIL,+41 44 000 40 66,true
KON-00001702,PTR-00000909,EMAIL,info@suhre-dachdeckerei.example,true
KON-00001703,PTR-00000909,TELEFON,+41 44 000 45 44,true
KON-00001704,PTR-00000910,EMAIL,emmenegger.ueli@web.example,true
KON-00001705,PTR-00000910,MOBIL,+41 44 000 41 09,true
KON-00001706,PTR-00000911,EMAIL,pascal.cornu@post.example,true
KON-00001707,PTR-00000911,MOBIL,+41 44 000 34 93,true
KON-00001708,PTR-00000912,EMAIL,cornu.svetlana@web.example,true
KON-00001709,PTR-00000912,MOBIL,+41 44 000 76 49,true
KON-00001710,PTR-00000913,EMAIL,philipp3@mail.example,true
KON-00001711,PTR-00000913,MOBIL,+49 152 28817 062,true
KON-00001712,PTR-00000914,EMAIL,vanessa.zander@mail.example,true
KON-00001713,PTR-00000914,MOBIL,+49 152 28817 285,true
KON-00001714,PTR-00000915,EMAIL,hofmann.lisa@mail.example,true
KON-00001715,PTR-00000915,MOBIL,+49 152 28817 352,true
KON-00001716,PTR-00000916,EMAIL,tim.oeztuerk@bluemail.example,true
KON-00001717,PTR-00000916,MOBIL,+41 44 000 06 83,true
KON-00001718,PTR-00000917,EMAIL,kuhn.dirk@web.example,true
KON-00001719,PTR-00000917,MOBIL,+49 152 28817 019,true
KON-00001720,PTR-00000918,EMAIL,martina2@mail.example,true
KON-00001721,PTR-00000918,MOBIL,+49 152 28817 991,true
KON-00001722,PTR-00000919,MOBIL,+49 152 28817 445,true
KON-00001723,PTR-00000920,EMAIL,ines.bonvin87@post.example,true
KON-00001724,PTR-00000920,MOBIL,+41 44 000 29 76,true
KON-00001725,PTR-00000921,EMAIL,kolbe.annika@web.example,true
KON-00001726,PTR-00000921,MOBIL,+49 152 28817 905,true
KON-00001727,PTR-00000922,EMAIL,daniel78@post.example,true
KON-00001728,PTR-00000922,MOBIL,+49 152 28817 154,true
KON-00001729,PTR-00000923,EMAIL,maier.sabine@bluemail.example,true
KON-00001730,PTR-00000923,MOBIL,+49 152 28817 034,true
KON-00001731,PTR-00000924,EMAIL,holger.brandt60@post.example,true
KON-00001732,PTR-00000924,TELEFON,+49 30 23125 724,true
KON-00001733,PTR-00000925,EMAIL,bbrandt@web.example,true
KON-00001734,PTR-00000925,MOBIL,+49 152 28817 761,true
KON-00001735,PTR-00000926,EMAIL,info@wasserfallen-kinderkrippe.example,true
KON-00001736,PTR-00000926,TELEFON,+41 44 000 15 10,true
KON-00001737,PTR-00000927,EMAIL,reto.bieri80@web.example,true
KON-00001738,PTR-00000927,MOBIL,+41 44 000 16 27,true
KON-00001739,PTR-00000928,EMAIL,selina1@bluemail.example,true
KON-00001740,PTR-00000928,MOBIL,+41 44 000 61 42,true
KON-00001741,PTR-00000929,EMAIL,senn.anna@mail.example,true
KON-00001742,PTR-00000929,MOBIL,+41 44 000 25 50,true
KON-00001743,PTR-00000930,EMAIL,abaumann@mail.example,true
KON-00001744,PTR-00000930,TELEFON,+41 44 000 14 72,true
KON-00001745,PTR-00000931,EMAIL,mueller.markus@web.example,true
KON-00001746,PTR-00000931,MOBIL,+41 44 000 31 64,true
KON-00001747,PTR-00000932,EMAIL,elias41@mail.example,true
KON-00001748,PTR-00000932,MOBIL,+41 44 000 59 95,true
KON-00001749,PTR-00000933,EMAIL,gluethi@web.example,true
KON-00001750,PTR-00000933,MOBIL,+41 44 000 72 35,true
KON-00001751,PTR-00000934,EMAIL,pschmitz@mail.example,true
KON-00001752,PTR-00000934,MOBIL,+49 152 28817 543,true
KON-00001753,PTR-00000935,MOBIL,+49 152 28817 936,true
KON-00001754,PTR-00000936,EMAIL,meyer.melanie@bluemail.example,true
KON-00001755,PTR-00000936,MOBIL,+49 152 28817 231,true
KON-00001756,PTR-00000937,EMAIL,christine23@post.example,true
KON-00001757,PTR-00000937,MOBIL,+41 44 000 66 32,true
KON-00001758,PTR-00000938,EMAIL,uzuercher@post.example,true
KON-00001759,PTR-00000938,MOBIL,+41 44 000 88 16,true
KON-00001760,PTR-00000939,EMAIL,eleni.diallo79@web.example,true
KON-00001761,PTR-00000939,MOBIL,+49 152 28817 277,true
KON-00001762,PTR-00000940,EMAIL,ndiallo@mail.example,true
KON-00001763,PTR-00000940,MOBIL,+49 152 28817 009,true
KON-00001764,PTR-00000941,EMAIL,lukas.diallo07@web.example,true
KON-00001765,PTR-00000941,MOBIL,+49 152 28817 313,true
KON-00001766,PTR-00000942,EMAIL,carsten.becker@post.example,true
KON-00001767,PTR-00000942,MOBIL,+49 152 28817 984,true
KON-00001768,PTR-00000943,EMAIL,orevic.samuel@post.example,true
KON-00001769,PTR-00000943,MOBIL,+49 152 28817 291,true
KON-00001770,PTR-00000944,EMAIL,svenja13@mail.example,true
KON-00001771,PTR-00000944,TELEFON,+49 30 23125 264,true
KON-00001772,PTR-00000945,EMAIL,matthias.keller@bluemail.example,true
KON-00001773,PTR-00000945,MOBIL,+41 44 000 44 89,true
KON-00001774,PTR-00000946,EMAIL,sandra.keller@bluemail.example,true
KON-00001775,PTR-00000946,MOBIL,+41 44 000 36 19,true
KON-00001776,PTR-00000947,EMAIL,anna.haas@web.example,true
KON-00001777,PTR-00000947,TELEFON,+41 44 000 72 47,true
KON-00001778,PTR-00000948,EMAIL,christian24@mail.example,true
KON-00001779,PTR-00000948,MOBIL,+41 44 000 59 57,true
KON-00001780,PTR-00000949,EMAIL,karin.hess@post.example,true
KON-00001781,PTR-00000949,MOBIL,+41 44 000 99 69,true
KON-00001782,PTR-00000950,MOBIL,+49 152 28817 003,true
KON-00001783,PTR-00000951,EMAIL,sofia48@web.example,true
KON-00001784,PTR-00000951,MOBIL,+49 152 28817 677,true
KON-00001785,PTR-00000952,EMAIL,nguenther@bluemail.example,true
KON-00001786,PTR-00000952,MOBIL,+49 152 28817 851,true
KON-00001787,PTR-00000953,EMAIL,yannis.guenther71@web.example,true
KON-00001788,PTR-00000953,MOBIL,+49 152 28817 855,true
KON-00001789,PTR-00000954,EMAIL,maren.becker@bluemail.example,true
KON-00001790,PTR-00000954,MOBIL,+49 152 28817 749,true
KON-00001791,PTR-00000955,EMAIL,yannis.arslan@mail.example,true
KON-00001792,PTR-00000955,MOBIL,+49 152 28817 828,true
KON-00001793,PTR-00000956,MOBIL,+49 152 28817 333,true
KON-00001794,PTR-00000957,EMAIL,samuel.becker@bluemail.example,true
KON-00001795,PTR-00000957,MOBIL,+49 152 28817 896,true
KON-00001796,PTR-00000958,EMAIL,paul.becker@post.example,true
KON-00001797,PTR-00000958,MOBIL,+49 152 28817 894,true
KON-00001798,PTR-00000959,MOBIL,+41 44 000 47 52,true
KON-00001799,PTR-00000960,EMAIL,fabienne.zehnder85@web.example,true
KON-00001800,PTR-00000960,MOBIL,+41 44 000 93 17,true
KON-00001801,PTR-00000961,EMAIL,zehnder.nils@bluemail.example,true
KON-00001802,PTR-00000961,MOBIL,+41 44 000 44 27,true
KON-00001803,PTR-00000962,MOBIL,+41 44 000 42 93,true
KON-00001804,PTR-00000963,EMAIL,simone.zehnder@mail.example,true
KON-00001805,PTR-00000963,MOBIL,+41 44 000 82 81,true
KON-00001806,PTR-00000964,EMAIL,christiane22@mail.example,true
KON-00001807,PTR-00000964,MOBIL,+41 44 000 00 24,true
KON-00001808,PTR-00000965,MOBIL,+41 44 000 08 61,true
KON-00001809,PTR-00000966,EMAIL,bnussbaumer@post.example,true
KON-00001810,PTR-00000966,MOBIL,+41 44 000 97 97,true
KON-00001811,PTR-00000967,EMAIL,dnussbaumer@web.example,true
KON-00001812,PTR-00000967,MOBIL,+41 44 000 39 63,true
KON-00001813,PTR-00000968,EMAIL,jweber@post.example,true
KON-00001814,PTR-00000968,MOBIL,+41 44 000 02 55,true
KON-00001815,PTR-00000969,EMAIL,simone75@post.example,true
KON-00001816,PTR-00000969,MOBIL,+41 44 000 27 93,true
KON-00001817,PTR-00000970,EMAIL,yannick.gerber@bluemail.example,true
KON-00001818,PTR-00000970,MOBIL,+41 44 000 57 94,true
KON-00001819,PTR-00000971,EMAIL,jonas.schlaefli94@mail.example,true
KON-00001820,PTR-00000971,MOBIL,+41 44 000 69 72,true
KON-00001821,PTR-00000972,EMAIL,nadine.amstutz72@web.example,true
KON-00001822,PTR-00000972,MOBIL,+41 44 000 54 76,true
KON-00001823,PTR-00000973,EMAIL,dragan.papadopoulos60@bluemail.example,true
KON-00001824,PTR-00000973,TELEFON,+41 44 000 29 17,true
KON-00001825,PTR-00000974,EMAIL,marbach.daniela@bluemail.example,true
KON-00001826,PTR-00000974,TELEFON,+41 44 000 43 54,true
KON-00001827,PTR-00000975,EMAIL,emilia.hoffmann@bluemail.example,true
KON-00001828,PTR-00000975,TELEFON,+49 30 23125 950,true
KON-00001829,PTR-00000976,EMAIL,ralf.jung@web.example,true
KON-00001830,PTR-00000976,MOBIL,+49 152 28817 998,true
KON-00001831,PTR-00000977,EMAIL,lukas.hoffmann05@post.example,true
KON-00001832,PTR-00000977,MOBIL,+49 152 28817 968,true
KON-00001833,PTR-00000978,EMAIL,emil.hoffmann@mail.example,true
KON-00001834,PTR-00000978,MOBIL,+49 152 28817 595,true
KON-00001835,PTR-00000979,EMAIL,ralf.klein@bluemail.example,true
KON-00001836,PTR-00000979,MOBIL,+49 152 28817 699,true
KON-00001837,PTR-00000980,EMAIL,jacobs.jennifer@bluemail.example,true
KON-00001838,PTR-00000980,MOBIL,+49 152 28817 103,true
KON-00001839,PTR-00000981,EMAIL,schubert.daniel@post.example,true
KON-00001840,PTR-00000981,MOBIL,+49 152 28817 158,true
KON-00001841,PTR-00000982,EMAIL,info@lahn-systems.example,true
KON-00001842,PTR-00000982,TELEFON,+49 30 23125 155,true
KON-00001843,PTR-00000983,EMAIL,cfischer@mail.example,true
KON-00001844,PTR-00000983,MOBIL,+41 44 000 88 73,true
KON-00001845,PTR-00000984,EMAIL,klein.nadine@web.example,true
KON-00001846,PTR-00000984,MOBIL,+49 152 28817 828,true
KON-00001847,PTR-00000985,EMAIL,piotr.petrovic@bluemail.example,true
KON-00001848,PTR-00000985,MOBIL,+49 152 28817 420,true
KON-00001849,PTR-00000986,EMAIL,katrin.weiss97@mail.example,true
KON-00001850,PTR-00000986,MOBIL,+49 152 28817 585,true
KON-00001851,PTR-00000987,EMAIL,bbieri@bluemail.example,true
KON-00001852,PTR-00000987,MOBIL,+41 44 000 50 70,true
KON-00001853,PTR-00000988,EMAIL,ayse.bieri@bluemail.example,true
KON-00001854,PTR-00000988,MOBIL,+41 44 000 79 11,true
KON-00001855,PTR-00000989,EMAIL,ana.sahin53@post.example,true
KON-00001856,PTR-00000989,MOBIL,+49 152 28817 914,true
KON-00001857,PTR-00000990,EMAIL,stefan.sahin@bluemail.example,true
KON-00001858,PTR-00000990,MOBIL,+49 152 28817 790,true
KON-00001859,PTR-00000991,EMAIL,stefan.mueller@web.example,true
KON-00001860,PTR-00000991,MOBIL,+49 152 28817 622,true
KON-00001861,PTR-00000992,EMAIL,steiner.philipp@post.example,true
KON-00001862,PTR-00000992,MOBIL,+41 44 000 84 09,true
KON-00001863,PTR-00000993,EMAIL,priska.berger@bluemail.example,true
KON-00001864,PTR-00000993,MOBIL,+41 44 000 68 54,true
KON-00001865,PTR-00000994,EMAIL,steiner.gian@web.example,true
KON-00001866,PTR-00000994,MOBIL,+41 44 000 14 84,true
KON-00001867,PTR-00000995,MOBIL,+49 152 28817 241,true
KON-00001868,PTR-00000996,EMAIL,hmeyer@post.example,true
KON-00001869,PTR-00000996,MOBIL,+49 152 28817 393,true
KON-00001870,PTR-00000997,MOBIL,+41 44 000 25 14,true
KON-00001871,PTR-00000998,EMAIL,michel.maria-jose@post.example,true
KON-00001872,PTR-00000998,MOBIL,+41 44 000 55 36,true
KON-00001873,PTR-00000999,EMAIL,franziska46@mail.example,true
KON-00001874,PTR-00000999,MOBIL,+41 44 000 51 95,true
KON-00001875,PTR-00001000,EMAIL,andreas93@mail.example,true
KON-00001876,PTR-00001000,TELEFON,+41 44 000 32 67,true
